"Date
[note 1]",Weekday,Cars,Light Commercial Vehicles,Heavy Goods Vehicles,All motor vehicles,National Rail,Transport for London Tube,Transport for London Bus,Bus (excluding London),Cycling,Revised,Notes by day
20-Mar-23,Mon,0.94,1.15,1.05,0.98,0.80,0.74,0.83,0.89,0.99,[z],[z]
21-Mar-23,Tue,0.93,1.14,1.03,0.98,0.80,0.80,0.85,0.95,0.94,[z],[z]
22-Mar-23,Wed,0.93,1.13,1.03,0.97,0.85,0.80,0.89,0.90,0.99,[z],[z]
23-Mar-23,Thu,0.93,1.11,1.02,0.97,0.91,0.82,0.85,0.91,0.99,[z],[z]
24-Mar-23,Fri,0.95,1.11,1.01,0.98,0.92,0.74,0.83,0.90,0.98,[z],[z]
25-Mar-23,Sat,0.99,1.20,1.06,1.02,0.96,0.84,0.92,0.90,0.99,[z],[z]
26-Mar-23,Sun,0.99,1.24,1.18,1.03,0.97,0.84,0.84,0.97,0.99,[z],[z]
27-Mar-23,Mon,0.95,1.16,1.06,1.00,0.96,0.73,0.82,0.89,0.99,[z],[z]
28-Mar-23,Tue,0.92,1.13,1.04,0.97,0.96,0.80,0.81,0.89,0.91,[z],[z]
29-Mar-23,Wed,0.93,1.13,1.05,0.97,0.96,0.79,0.83,0.87,0.98,[z],[z]
30-Mar-23,Thu,0.94,1.12,1.04,0.98,0.95,0.74,0.83,0.90,0.99,[z],[z]
31-Mar-23,Fri,0.95,1.11,1.00,0.98,0.89,0.70,0.81,0.85,0.79,[z],[z]
01-Apr-23,Sat,0.99,1.19,1.11,1.02,0.88,0.89,0.83,0.88,0.98,[z],[z]
02-Apr-23,Sun,1.04,1.29,1.25,1.09,0.88,1.07,0.93,1.01,1.27,[z],[z]
03-Apr-23,Mon,0.94,1.14,1.06,0.99,0.88,0.73,0.74,0.75,1.06,[z],[z]
04-Apr-23,Tue,0.94,1.13,1.06,0.99,0.88,0.82,0.78,0.79,1.10,[z],[z]
05-Apr-23,Wed,0.92,1.11,1.06,0.97,0.91,0.80,0.75,0.71,0.98,[z],[z]
06-Apr-23,Thu,0.97,1.13,1.03,1.01,0.92,0.79,0.87,0.77,1.03,[z],[z]
07-Apr-23,Fri (BH),0.87,0.81,0.51,0.84,1.01,0.94,0.93,,1.12,[z],[note 8]
08-Apr-23,Sat,0.99,1.12,0.86,1.01,1.02,0.94,0.91,0.87,,[z],[note 9]
09-Apr-23,Sun,0.96,1.13,0.86,0.99,1.01,0.92,0.94,0.83,,[z],[note 9]
10-Apr-23,Mon (BH),0.82,0.74,0.40,0.78,1.05,0.92,0.85,,,[z],[note 8]
11-Apr-23,Tue,0.92,1.10,0.98,0.95,1.05,0.72,0.83,0.75,,[z],[note 18]
12-Apr-23,Wed,0.89,1.08,1.02,0.93,1.06,0.76,0.79,0.68,,[z],[z]
13-Apr-23,Thu,0.91,1.07,1.02,0.95,1.06,0.78,0.85,0.74,,[z],[z]
14-Apr-23,Fri,0.91,1.08,1.01,0.95,1.02,0.73,0.83,0.70,,[z],[z]
15-Apr-23,Sat,0.99,1.21,1.10,1.03,1.03,0.93,0.92,0.88,,[z],[z]
16-Apr-23,Sun,1.03,1.32,1.21,1.09,1.04,0.88,0.91,0.96,,[z],[z]
17-Apr-23,Mon,0.95,1.17,1.06,1.00,1.02,0.71,0.95,0.87,,[z],[z]
18-Apr-23,Tue,0.96,1.18,1.06,1.01,1.04,0.78,1.00,0.93,,[z],[z]
19-Apr-23,Wed,0.95,1.17,1.06,1.00,0.97,0.80,1.00,0.88,,[z],[z]
20-Apr-23,Thu,0.96,1.15,1.04,1.01,0.94,0.86,0.98,0.92,,[z],[z]
21-Apr-23,Fri,0.96,1.14,1.03,1.00,0.96,0.79,0.93,0.85,,[z],[z]
22-Apr-23,Sat,1.01,1.23,1.08,1.05,0.96,1.05,0.94,0.90,,[z],[z]
23-Apr-23,Sun,1.02,1.33,1.23,1.07,0.97,1.17,0.87,1.01,,[z],[z]
24-Apr-23,Mon,0.96,1.19,1.08,1.01,0.96,0.76,0.98,0.89,,[z],[z]
25-Apr-23,Tue,0.97,1.19,1.07,1.02,0.95,0.90,0.92,0.96,,[z],[z]
26-Apr-23,Wed,0.96,1.19,1.07,1.01,1.04,0.87,0.89,0.90,,[z],[z]
27-Apr-23,Thu,0.95,1.16,1.06,1.00,1.04,0.85,0.83,0.87,,[z],[z]
28-Apr-23,Fri,1.00,1.17,1.06,1.03,0.98,0.76,0.87,0.91,,[z],[z]
29-Apr-23,Sat,1.04,1.25,1.12,1.08,0.99,1.04,0.97,0.98,,[z],[z]
30-Apr-23,Sun,1.04,1.31,1.10,1.09,0.98,1.03,0.97,1.14,,[z],[z]
01-May-23,Mon (BH),0.83,0.77,0.43,0.80,1.02,1.10,0.97,,,[z],[note 8]
02-May-23,Tue,0.96,1.18,1.04,1.01,1.02,0.76,0.80,0.91,,[z],[z]
03-May-23,Wed,0.97,1.17,1.07,1.02,0.99,0.78,0.86,0.92,,[z],[z]
04-May-23,Thu,0.97,1.16,1.07,1.01,1.03,0.78,0.86,0.93,,[z],[z]
05-May-23,Fri,0.99,1.16,1.07,1.03,1.09,0.75,0.86,0.90,,[z],[note 19]
06-May-23,Sat,0.87,1.06,1.07,0.91,1.04,0.91,0.77,0.77,,[z],[note 19]
07-May-23,Sun,1.03,1.25,1.10,1.07,1.04,1.11,0.97,1.19,,[z],[note 19]
08-May-23,Mon (BH),0.78,0.72,0.43,0.75,,0.84,0.88,,,[z],"[notes 8, 15, 19]"
09-May-23,Tue,0.96,1.19,1.05,1.01,1.00,0.79,0.85,0.95,,[z],[note 16]
10-May-23,Wed,0.96,1.18,1.08,1.01,1.00,0.80,0.88,0.89,,[z],[note 16]
11-May-23,Thu,0.96,1.16,1.07,1.01,0.93,0.82,0.87,0.91,,[z],[note 16]
12-May-23,Fri,0.99,1.18,1.07,1.03,0.87,0.68,0.86,0.91,,[z],[note 16]
13-May-23,Sat,1.04,1.27,1.16,1.09,0.86,0.98,0.95,0.96,,[z],[note 16]
14-May-23,Sun,1.07,1.36,1.29,1.13,0.85,1.04,0.93,1.06,,[z],[note 16]
15-May-23,Mon,0.97,1.19,1.09,1.02,0.86,0.75,0.83,0.90,,[z],[z]
16-May-23,Tue,0.96,1.18,1.07,1.02,0.87,0.83,0.86,0.94,,[z],[z]
17-May-23,Wed,0.97,1.18,1.08,1.02,0.84,0.82,0.85,0.89,,[z],[z]
18-May-23,Thu,0.97,1.16,1.08,1.02,0.89,0.86,0.85,0.91,,[z],[z]
19-May-23,Fri,0.99,1.16,1.05,1.03,0.94,0.80,0.87,0.89,,[z],[z]
20-May-23,Sat,1.05,1.26,1.15,1.09,0.98,1.03,0.95,0.96,,[z],[z]
21-May-23,Sun,1.10,1.40,1.32,1.17,0.98,1.02,0.95,1.10,,[z],[z]
22-May-23,Mon,0.99,1.20,1.10,1.04,0.98,0.76,0.84,0.89,,[z],[z]
23-May-23,Tue,0.97,1.18,1.07,1.02,0.97,0.82,0.84,0.93,,[z],[z]
24-May-23,Wed,0.98,1.18,1.08,1.03,0.98,0.82,0.85,0.89,,[z],[z]
25-May-23,Thu,0.99,1.18,1.07,1.04,0.98,0.85,0.86,0.91,,[z],[z]
26-May-23,Fri,1.04,1.21,1.06,1.08,0.95,0.79,0.86,0.90,,[z],[z]
27-May-23,Sat,1.08,1.30,1.17,1.13,0.95,1.03,0.94,0.97,,[z],[z]
28-May-23,Sun,1.11,1.35,1.18,1.16,0.95,1.14,0.96,1.21,,[z],[z]
29-May-23,Mon (BH),0.90,0.84,0.47,0.87,0.98,1.02,0.96,,,[z],[note 8]
30-May-23,Tue,0.97,1.15,1.03,1.01,0.98,0.84,0.86,0.82,,[z],[z]
31-May-23,Wed,0.97,1.14,1.07,1.01,0.95,0.70,0.88,0.79,,[z],[z]
01-Jun-23,Thu,0.96,1.11,1.06,1.00,0.94,0.83,0.86,0.80,,[z],[z]
02-Jun-23,Fri,0.99,1.12,1.04,1.02,0.91,0.71,0.88,0.80,,[z],[z]
03-Jun-23,Sat,1.06,1.24,1.15,1.09,0.84,0.82,0.93,0.95,,[z],[z]
04-Jun-23,Sun,1.13,1.40,1.30,1.19,0.83,0.91,0.96,1.11,,[z],[z]
05-Jun-23,Mon,0.98,1.18,1.08,1.03,0.81,0.74,0.84,0.89,,[z],[z]
06-Jun-23,Tue,0.97,1.18,1.07,1.02,0.82,0.81,0.88,0.92,,[z],[z]
07-Jun-23,Wed,0.97,1.17,1.07,1.02,0.85,0.83,0.88,0.89,,[z],[z]
08-Jun-23,Thu,0.98,1.16,1.06,1.02,0.86,0.83,0.85,0.90,,[z],[z]
09-Jun-23,Fri,1.00,1.16,1.05,1.04,0.91,0.76,0.88,0.89,,[z],[z]
10-Jun-23,Sat,1.04,1.24,1.12,1.08,0.97,0.90,0.95,0.93,,[z],[z]
11-Jun-23,Sun,1.11,1.39,1.32,1.16,0.97,0.96,0.92,1.07,,[z],[z]
12-Jun-23,Mon,0.99,1.21,1.09,1.04,0.97,0.74,0.88,0.87,,[z],[z]
13-Jun-23,Tue,0.98,1.18,1.07,1.03,0.98,0.83,0.85,0.92,,[z],[z]
14-Jun-23,Wed,0.98,1.18,1.07,1.02,0.97,0.83,0.86,0.88,,[z],[z]
15-Jun-23,Thu,0.98,1.16,1.07,1.03,0.97,0.81,0.87,0.89,,[z],[z]
16-Jun-23,Fri,1.01,1.17,1.05,1.05,0.98,0.79,0.85,0.88,,[z],[z]
17-Jun-23,Sat,1.07,1.27,1.12,1.11,0.99,1.04,0.90,0.94,,[z],[z]
18-Jun-23,Sun,1.13,1.39,1.26,1.18,0.99,1.00,0.93,1.03,,[z],[z]
19-Jun-23,Mon,0.99,1.20,1.09,1.04,0.99,0.74,0.84,0.85,,[z],[z]
20-Jun-23,Tue,0.96,1.18,1.06,1.01,0.99,0.79,0.85,0.86,,[z],[z]
21-Jun-23,Wed,0.97,1.18,1.08,1.02,1.00,0.81,0.85,0.87,,[z],[z]
22-Jun-23,Thu,0.97,1.16,1.06,1.02,1.00,0.80,0.83,0.88,,[z],[z]
23-Jun-23,Fri,1.01,1.17,1.05,1.05,0.96,0.73,0.85,0.86,,[z],[z]
24-Jun-23,Sat,1.05,1.26,1.13,1.09,0.95,0.91,0.89,0.95,,[z],[z]
25-Jun-23,Sun,1.11,1.42,1.33,1.18,0.95,0.97,0.94,1.08,,[z],[z]
26-Jun-23,Mon,1.00,1.21,1.10,1.05,0.95,0.77,0.84,0.85,,[z],[z]
27-Jun-23,Tue,0.96,1.18,1.06,1.01,0.95,0.82,0.85,0.88,,[z],[z]
28-Jun-23,Wed,0.97,1.18,1.06,1.02,0.99,0.81,0.83,0.84,,[z],[z]
29-Jun-23,Thu,0.98,1.16,1.05,1.02,0.99,0.86,0.84,0.86,,[z],[z]
30-Jun-23,Fri,1.01,1.17,1.04,1.04,1.03,0.82,0.85,0.83,,[z],[z]
01-Jul-23,Sat,1.06,1.27,1.12,1.10,1.04,1.08,0.89,0.94,,[z],[z]
02-Jul-23,Sun,1.12,1.41,1.30,1.18,1.04,0.98,0.94,1.09,,[z],[z]
03-Jul-23,Mon,0.99,1.20,1.08,1.04,1.03,0.78,0.85,0.83,,[z],[z]
04-Jul-23,Tue,0.97,1.17,1.06,1.01,1.02,0.82,0.84,0.87,,[z],[z]
05-Jul-23,Wed,0.97,1.18,1.07,1.02,0.98,0.83,0.82,0.81,,[z],[z]
06-Jul-23,Thu,0.98,1.17,1.06,1.03,0.97,0.85,0.86,0.86,,[z],[z]
07-Jul-23,Fri,1.00,1.16,1.04,1.04,0.97,0.81,0.82,0.81,,[z],[z]
08-Jul-23,Sat,1.02,1.22,1.12,1.05,0.96,0.94,0.87,0.88,,[z],[z]
09-Jul-23,Sun,1.10,1.39,1.30,1.15,0.96,1.05,0.91,1.09,,[r] tfl bus,[z]
10-Jul-23,Mon,0.98,1.19,1.07,1.03,0.96,0.77,0.83,0.81,,[z],[z]
11-Jul-23,Tue,0.96,1.17,1.05,1.01,0.97,0.83,0.84,0.86,,[z],[z]
12-Jul-23,Wed,0.97,1.17,1.06,1.01,0.95,0.82,0.85,0.83,,[z],[z]
13-Jul-23,Thu,0.97,1.15,1.06,1.01,0.95,0.82,0.86,0.85,,[z],[z]
14-Jul-23,Fri,0.97,1.14,1.02,1.01,0.94,0.74,0.82,0.78,,[z],[z]
15-Jul-23,Sat,1.01,1.23,1.10,1.05,0.94,0.92,0.92,0.87,,[z],[z]
16-Jul-23,Sun,1.08,1.37,1.27,1.13,0.93,0.92,0.97,1.06,,[z],[z]
17-Jul-23,Mon,0.98,1.17,1.07,1.03,0.92,0.74,0.84,0.81,,[z],[z]
18-Jul-23,Tue,0.96,1.16,1.05,1.01,0.92,0.81,0.85,0.85,,[z],[z]
19-Jul-23,Wed,0.97,1.16,1.06,1.02,0.92,0.81,0.85,0.82,,[z],[z]
20-Jul-23,Thu,0.98,1.16,1.03,1.02,0.87,0.71,0.87,0.84,,[z],[z]
21-Jul-23,Fri,1.00,1.15,1.01,1.03,0.84,0.77,0.86,0.81,,[z],[z]
22-Jul-23,Sat,1.01,1.21,1.11,1.04,0.81,0.85,0.91,0.82,,[z],[z]
23-Jul-23,Sun,1.06,1.33,1.27,1.11,0.81,0.88,0.94,1.04,,[z],[z]
24-Jul-23,Mon,0.97,1.16,1.06,1.01,0.81,0.72,0.82,0.75,,[z],[z]
25-Jul-23,Tue,0.96,1.16,1.05,1.01,0.81,0.79,0.86,0.80,,[z],[z]
26-Jul-23,Wed,0.95,1.14,1.04,0.99,0.84,0.80,0.89,0.76,,[z],[z]
27-Jul-23,Thu,0.95,1.13,1.03,0.99,0.90,0.86,0.90,0.75,,[z],[z]
28-Jul-23,Fri,0.99,1.13,1.00,1.02,0.94,0.76,0.89,0.76,,[z],[z]
29-Jul-23,Sat,1.06,1.24,1.12,1.10,0.96,0.95,1.02,0.95,,[z],[z]
30-Jul-23,Sun,1.09,1.36,1.29,1.14,0.96,0.92,0.95,1.04,,[z],[z]
31-Jul-23,Mon,0.96,1.15,1.04,1.00,,0.74,0.84,0.72,,[z],[z]
01-Aug-23,Tue,0.94,1.12,1.03,0.99,,0.82,0.91,0.80,,[z],[z]
02-Aug-23,Wed,0.92,1.09,1.02,0.96,,0.82,0.83,0.69,,[z],[z]
03-Aug-23,Thu,0.95,1.09,1.01,0.98,,0.83,0.88,0.78,,[z],[z]
04-Aug-23,Fri,0.98,1.11,0.99,1.01,,0.77,0.87,0.75,,[z],[z]
05-Aug-23,Sat,0.99,1.18,1.08,1.02,,0.88,0.87,0.79,,[z],[z]
06-Aug-23,Sun,1.11,1.35,1.28,1.16,,0.95,1.02,1.09,,[z],[z]
07-Aug-23,Mon,0.96,1.13,1.03,1.00,,,,0.74,,[z],[z]
